Data;dolar australian (lei) CURSZ_AUD;dolar canadian (lei) CURSZ_CAD;franc elveţian (lei) CURSZ_CHF;euro (lei) CURSZ_EUR;leu moldovenesc (lei) CURSZ_MDL;dolar SUA (lei) CURSZ_USD
11.09.2019;2,9483;3,264;4,3231;4,734;0,2408;4,2933
10.09.2019;2,9388;3,2506;4,3282;4,7318;0,2403;4,2843
09.09.2019;2,9443;3,257;4,3296;4,732;0,2395;4,2862
06.09.2019;2,9339;3,2476;4,3338;4,7332;0,239;4,2908
05.09.2019;2,9184;3,2447;4,3596;4,73;0,2406;4,2827
04.09.2019;2,9142;3,2236;4,3571;4,7272;0,2431;4,2926
03.09.2019;2,9039;3,2328;4,3644;4,7273;0,2429;4,3195
02.09.2019;2,8974;3,2315;4,3452;4,723;0,2406;4,3089
30.08.2019;2,8784;3,2205;4,3323;4,7294;0,2395;4,2827
29.08.2019;2,8791;3,2137;4,3403;4,7277;0,238;4,2688
28.08.2019;2,8753;3,2055;4,3425;4,7305;0,2386;4,2638
27.08.2019;2,8804;3,2192;4,3477;4,7322;0,239;4,2606
26.08.2019;2,8777;3,1991;4,3395;4,7251;0,2387;4,2521
23.08.2019;2,8854;3,2064;4,3268;4,7216;0,2385;4,2706
22.08.2019;2,885;3,2083;4,3396;4,726;0,2392;4,2652
21.08.2019;2,892;3,2022;4,346;4,7274;0,2407;4,2601
20.08.2019;2,8919;3,2029;4,3593;4,7305;0,2418;4,2682
19.08.2019;2,8836;3,2112;4,3494;4,7284;0,2432;4,2575
16.08.2019;2,8909;3,2083;4,3506;4,7274;0,2422;4,2656
14.08.2019;2,8561;3,1887;4,3355;4,7216;0,2405;4,2238
13.08.2019;2,8507;3,1798;4,3543;4,727;0,2406;4,2173
12.08.2019;2,8548;3,1928;4,3428;4,7265;0,2398;4,2265
09.08.2019;2,8737;3,1916;4,3376;4,7273;0,2387;4,2184
08.08.2019;2,8627;3,1759;4,3268;4,7307;0,2376;4,2197
07.08.2019;2,8489;3,1835;4,3214;4,7309;0,2365;4,2308
06.08.2019;2,8681;3,2013;4,3355;4,7311;0,2371;4,225
05.08.2019;2,8692;3,2071;4,3556;4,7334;0,2391;4,2454
02.08.2019;2,8962;3,2247;4,3251;4,734;0,2406;4,2647
01.08.2019;2,9361;3,2434;4,3072;4,7317;0,2389;4,2858
31.07.2019;2,9276;3,2301;4,2861;4,7336;0,2394;4,2469
30.07.2019;2,9243;3,2201;4,2847;4,7301;0,2406;4,2441
29.07.2019;2,9352;3,2255;4,2873;4,7278;0,241;4,2493
26.07.2019;2,9392;3,2173;4,2779;4,7273;0,2414;4,2407
25.07.2019;2,9577;3,2319;4,2986;4,7218;0,2415;4,2434
24.07.2019;2,9571;3,224;4,2992;4,7194;0,2409;4,2368
23.07.2019;2,9652;3,2139;4,288;4,7204;0,2397;4,2231
22.07.2019;2,9641;3,2263;4,2861;4,7231;0,2392;4,2103
19.07.2019;2,9707;3,2289;4,28;4,7315;0,2395;4,2103
18.07.2019;2,9632;3,2277;4,2744;4,7326;0,239;4,2139
17.07.2019;2,959;3,2327;4,2663;4,7345;0,2385;4,2201
16.07.2019;2,9618;3,2269;4,2801;4,734;0,2368;4,2129
15.07.2019;2,9511;3,2205;4,2702;4,732;0,2368;4,195
12.07.2019;2,9381;3,2242;4,2588;4,7317;0,2358;4,2032
11.07.2019;2,9324;3,2203;4,26;4,7339;0,2365;4,1997
10.07.2019;2,92;3,2138;4,2533;4,7337;0,2366;4,2171
09.07.2019;2,9244;3,2135;4,2415;4,7269;0,2355;4,2191
08.07.2019;2,9363;3,2154;4,2422;4,7214;0,234;4,2054
05.07.2019;2,9451;3,2106;4,2485;4,7245;0,2332;4,1951
04.07.2019;2,9383;3,202;4,2438;4,724;0,232;4,1863
03.07.2019;2,9414;3,2014;4,2569;4,7356;0,2322;4,1943
02.07.2019;2,925;3,1884;4,2411;4,7352;0,231;4,1838
01.07.2019;2,9245;3,1893;4,2502;4,7328;0,2296;4,1804
28.06.2019;2,9138;3,1755;4,2649;4,7351;0,2293;4,1587
27.06.2019;2,9055;3,1633;4,2433;4,7224;0,2288;4,1521
26.06.2019;2,9032;3,1585;4,2531;4,7199;0,2281;4,1541
25.06.2019;2,8901;3,1482;4,2506;4,7205;0,2276;4,1484
24.06.2019;2,8808;3,1441;4,2507;4,7223;0,2294;4,1455
21.06.2019;2,8898;3,1688;4,2522;4,7233;0,2294;4,1795
20.06.2019;2,8962;3,1686;4,2397;4,7287;0,2318;4,1834
19.06.2019;2,9004;3,1548;4,2262;4,726;0,2318;4,2193
18.06.2019;2,8905;3,1455;4,2222;4,7249;0,2315;4,2241
14.06.2019;2,8912;3,1421;4,2095;4,7228;0,2301;4,1899
13.06.2019;2,8888;3,1413;4,212;4,7227;0,2301;4,1833
12.06.2019;2,8986;3,1349;4,2043;4,7229;0,2308;4,1696
11.06.2019;2,9019;3,1472;4,2076;4,7232;0,2306;4,1724
10.06.2019;2,9088;3,1454;4,2121;4,7182;0,2312;4,1747
07.06.2019;2,9179;3,1348;4,2121;4,719;0,2317;4,1887
06.06.2019;2,9309;3,1333;4,2224;4,7183;0,2306;4,1995
05.06.2019;2,9361;3,1371;4,2279;4,7295;0,2307;4,1937
04.06.2019;2,9388;3,1332;4,2364;4,7348;0,2326;4,2093
03.06.2019;2,9515;3,1449;4,2512;4,745;0,2339;4,2472
31.05.2019;2,945;3,1439;4,2412;4,7487;0,2345;4,2591
30.05.2019;2,9605;3,1655;4,2312;4,7582;0,2353;4,2709
29.05.2019;2,951;3,1584;4,243;4,7607;0,2353;4,2678
28.05.2019;2,946;3,1608;4,2383;4,7619;0,2356;4,2538
27.05.2019;2,944;3,1621;4,2288;4,7601;0,2357;4,2518
24.05.2019;2,9369;3,1633;4,2429;4,7612;0,2371;4,256
23.05.2019;2,9372;3,174;4,2363;4,7601;0,237;4,2755
22.05.2019;2,9394;3,1839;4,2211;4,7625;0,2379;4,2638
21.05.2019;2,9388;3,1818;4,2298;4,7627;0,238;4,2726
20.05.2019;2,9528;3,1737;4,2267;4,7607;0,2376;4,2653
17.05.2019;2,934;3,1616;4,2197;4,7621;0,2369;4,2658
16.05.2019;2,9411;3,1661;4,2091;4,7616;0,2371;4,2452
15.05.2019;2,9407;3,1536;4,2221;4,7615;0,2364;4,2506
14.05.2019;2,9426;3,1473;4,2038;4,7616;0,2365;4,2367
13.05.2019;2,9578;3,1548;4,1987;4,7607;0,2374;4,2357
10.05.2019;2,9634;3,1482;4,176;4,7584;0,2375;4,2344
09.05.2019;2,9669;3,1545;4,177;4,7599;0,2375;4,2526
08.05.2019;2,9761;3,1524;4,1752;4,7578;0,2374;4,2471
07.05.2019;2,982;3,1605;4,1707;4,7586;0,2387;4,2486
06.05.2019;2,9698;3,1533;4,1736;4,7552;0,2373;4,2482
03.05.2019;2,9823;3,1662;4,177;4,7561;0,2373;4,264
02.05.2019;2,9843;3,1581;4,1657;4,7579;0,2388;4,2468
30.04.2019;2,9945;3,1573;4,1678;4,7582;0,2389;4,244
25.04.2019;2,9934;3,1625;4,1831;4,7581;0,2375;4,2739
24.04.2019;2,987;3,154;4,1644;4,756;0,2362;4,2421
23.04.2019;3,0067;3,1617;4,1488;4,7581;0,2365;4,2268
22.04.2019;3,0188;3,1659;4,1689;4,7584;0,2363;4,2306
19.04.2019;3,0277;3,1661;4,1761;4,7607;0,2362;4,2327
18.04.2019;3,0296;3,1654;4,185;4,7619;0,2355;4,2322
17.04.2019;3,031;3,161;4,1761;4,7622;0,2363;4,2114
16.04.2019;3,0125;3,1503;4,1939;4,7599;0,2368;4,2168
15.04.2019;3,0196;3,1556;4,199;4,7619;0,2385;4,2072
12.04.2019;3,0117;3,156;4,2032;4,7587;0,2406;4,2071
11.04.2019;3,0203;3,1597;4,2126;4,7596;0,2406;4,2201
10.04.2019;3,0216;3,1695;4,2203;4,7611;0,2417;4,2223
09.04.2019;3,0138;3,1696;4,2198;4,7526;0,2423;4,2157
08.04.2019;3,0031;3,1605;4,2287;4,7507;0,2426;4,2277
05.04.2019;3,0119;3,166;4,2291;4,7508;0,2428;4,2303
04.04.2019;3,0112;3,1696;4,2405;4,7542;0,243;4,2354
03.04.2019;3,0135;3,1803;4,2451;4,7585;0,2442;4,2296
02.04.2019;3,0066;3,1888;4,2533;4,7614;0,2442;4,2499
01.04.2019;3,0171;3,1731;4,2635;4,7625;0,2444;4,2371
29.03.2019;3,0046;3,1599;4,2614;4,7628;0,2451;4,2434
28.03.2019;3,0009;3,1518;4,2512;4,7603;0,2441;4,2312
27.03.2019;2,9958;3,1504;4,2516;4,762;0,2433;4,2209
26.03.2019;2,9955;3,1375;4,2296;4,7564;0,2435;4,2005
25.03.2019;2,979;3,1324;4,2284;4,7538;0,2437;4,2013
22.03.2019;2,9804;3,1385;4,2187;4,7509;0,2425;4,1988
21.03.2019;2,9803;3,1357;4,2011;4,7558;0,2428;4,1758
20.03.2019;2,9742;3,1438;4,1976;4,7607;0,2434;4,1939
19.03.2019;2,9738;3,1465;4,189;4,7564;0,2433;4,1881
18.03.2019;2,9732;3,142;4,1854;4,7525;0,2442;4,1872
15.03.2019;2,9742;3,1558;4,1835;4,7569;0,2452;4,2031
14.03.2019;2,9673;3,1606;4,1946;4,764;0,2464;4,2131
13.03.2019;2,9775;3,1566;4,192;4,7632;0,2476;4,2175
12.03.2019;2,9852;3,1501;4,1838;4,7568;0,2477;4,2215
11.03.2019;2,9756;3,1492;4,1875;4,7516;0,246;4,2257
08.03.2019;2,9695;3,14;4,185;4,741;0,2455;4,2261
07.03.2019;2,9554;3,1237;4,1769;4,7448;0,2457;4,1943
06.03.2019;2,9517;3,1397;4,1802;4,7473;0,2449;4,201
05.03.2019;2,9684;3,1421;4,1913;4,7506;0,2448;4,1933
04.03.2019;2,9609;3,1425;4,1769;4,7397;0,2428;4,1815
01.03.2019;2,9643;3,1739;4,1753;4,7433;0,242;4,1707
28.02.2019;2,9658;3,1561;4,18;4,7416;0,2425;4,1584
27.02.2019;2,9814;3,1667;4,1734;4,7408;0,2433;4,1591
26.02.2019;2,9966;3,171;4,188;4,7617;0,2444;4,1885
25.02.2019;3,0038;3,191;4,1939;4,7594;0,245;4,1876
22.02.2019;2,9841;3,1775;4,1953;4,7619;0,2449;4,1988
21.02.2019;2,9815;3,1792;4,1867;4,7559;0,245;4,1941
20.02.2019;3,001;3,1818;4,1895;4,7576;0,2462;4,1938
19.02.2019;2,9866;3,1684;4,1805;4,748;0,2447;4,1981
18.02.2019;2,9935;3,1615;4,1713;4,7401;0,2454;4,185
15.02.2019;2,9833;3,1625;4,1734;4,7383;0,2454;4,2016
14.02.2019;2,9907;3,173;4,1743;4,7451;0,2446;4,21
13.02.2019;2,9809;3,1675;4,1674;4,7435;0,2455;4,1917
12.02.2019;2,9771;3,1668;4,1716;4,7412;0,2448;4,2023
11.02.2019;2,9736;3,1607;4,1843;4,7437;0,2445;4,1969
08.02.2019;2,9648;3,1434;4,1774;4,7445;0,2449;4,185
07.02.2019;2,9706;3,1581;4,1719;4,7391;0,2435;4,1819
06.02.2019;2,9693;3,1541;4,1626;4,7427;0,2431;4,1619
05.02.2019;3,0099;3,17;4,1507;4,744;0,2427;4,1547
04.02.2019;3,0033;3,1728;4,1636;4,7546;0,2429;4,1532
01.02.2019;3,0085;3,1528;4,1749;4,7517;0,2421;4,1433
31.01.2019;2,9991;3,1401;4,1557;4,7348;0,2422;4,1265
30.01.2019;2,9954;3,1434;4,1768;4,7555;0,2432;4,16
29.01.2019;2,9821;3,1377;4,193;4,7601;0,2439;4,16
28.01.2019;2,9976;3,1564;4,2076;4,7628;0,2453;4,1739
25.01.2019;2,9867;3,1552;4,2213;4,7648;0,2454;4,2034
23.01.2019;2,9896;3,1447;4,1946;4,7569;0,2446;4,1883
22.01.2019;2,9562;3,1151;4,1621;4,7142;0,242;4,1491
21.01.2019;2,9627;3,1147;4,1501;4,7081;0,2408;4,1377
18.01.2019;2,9602;3,1066;4,1441;4,6975;0,2402;4,1192
17.01.2019;2,9479;3,0976;4,1453;4,689;0,24;4,1126
16.01.2019;2,9474;3,0946;4,1555;4,683;0,239;4,1063
15.01.2019;2,9503;3,0898;4,1553;4,6822;0,2383;4,0973
14.01.2019;2,9339;3,0729;4,1524;4,6771;0,237;4,0802
11.01.2019;2,934;3,0766;4,1309;4,6782;0,2368;4,0586
10.01.2019;2,9143;3,0706;4,1537;4,6764;0,2376;4,0573
09.01.2019;2,9231;3,0816;4,1614;4,6722;0,2379;4,0803
08.01.2019;2,905;3,0702;4,1584;4,667;0,2391;4,0772
07.01.2019;2,905;3,0508;4,1495;4,6634;0,2389;4,0766
04.01.2019;2,8827;3,0413;4,1423;4,6647;0,2389;4,092
03.01.2019;2,858;3,0141;4,1529;4,6656;0,2384;4,1016
31.12.2018;2,8746;2,9925;4,1404;4,6639;0,2389;4,0736
28.12.2018;2,8666;2,9851;4,138;4,6581;0,2386;4,0616
27.12.2018;2,8721;2,9944;4,1145;4,6471;0,2373;4,0744
24.12.2018;2,872;2,9978;4,0925;4,6413;0,234;4,0686
21.12.2018;2,8814;3,0075;4,1082;4,6458;0,2342;4,0688
20.12.2018;2,9001;3,0171;4,1148;4,6598;0,236;4,061
19.12.2018;2,9395;3,0329;4,1124;4,6571;0,2362;4,0846
18.12.2018;2,9371;3,0443;4,1177;4,6478;0,2368;4,082
17.12.2018;2,9468;3,0695;4,1251;4,655;0,2388;4,1067
14.12.2018;2,953;3,077;4,1341;4,654;0,2369;4,1197
13.12.2018;2,9555;3,0597;4,119;4,6485;0,2379;4,0861
12.12.2018;2,9652;3,0743;4,1368;4,6605;0,2375;4,112
11.12.2018;2,9452;3,0499;4,1373;4,6528;0,2368;4,0873
10.12.2018;2,9421;3,0614;4,119;4,6495;0,2375;4,0769
07.12.2018;2,9532;3,0534;4,1136;4,648;0,2385;4,0896
06.12.2018;2,9592;3,0582;4,1165;4,6556;0,2394;4,1091
05.12.2018;2,9915;3,0891;4,1124;4,6542;0,2386;4,1053
04.12.2018;3,013;3,0962;4,1024;4,6519;0,2393;4,0776
03.12.2018;3,0286;3,1143;4,1102;4,6566;0,2382;4,1042
29.11.2018;2,9982;3,0858;4,1169;4,656;0,2394;4,1008
28.11.2018;2,9853;3,097;4,1314;4,658;0,239;4,1258
27.11.2018;2,9801;3,1071;4,1203;4,6599;0,2384;4,1194
26.11.2018;2,9785;3,1063;4,1118;4,6585;0,239;4,1001
23.11.2018;2,9641;3,0995;4,117;4,6584;0,2379;4,1021
22.11.2018;2,9568;3,0841;4,1003;4,6553;0,2383;4,0773
21.11.2018;2,9643;3,0838;4,1189;4,6644;0,2383;4,0999
20.11.2018;2,965;3,096;4,1096;4,6662;0,2385;4,0794
19.11.2018;2,9851;3,1027;4,098;4,665;0,2406;4,0855
16.11.2018;2,9872;3,1283;4,0856;4,6639;0,2415;4,1179
15.11.2018;2,9984;3,1201;4,1007;4,6635;0,2426;4,1283
14.11.2018;2,9748;3,1236;4,0924;4,659;0,2432;4,134
13.11.2018;2,9851;3,1326;4,1011;4,6599;0,2434;4,1469
12.11.2018;2,9787;3,1313;4,0964;4,6586;0,2411;4,1342
09.11.2018;2,9729;3,1117;4,0799;4,6588;0,2397;4,1063
08.11.2018;2,9741;3,1177;4,072;4,663;0,2376;4,0825
07.11.2018;2,956;3,1042;4,0751;4,6617;0,239;4,0588
06.11.2018;2,9599;3,1169;4,0718;4,664;0,2396;4,0905
05.11.2018;2,9465;3,1253;4,0771;4,6612;0,2377;4,0952
02.11.2018;2,9542;3,1196;4,0826;4,6621;0,2388;4,0733
01.11.2018;2,9351;3,1273;4,0856;4,6639;0,2401;4,0998
31.10.2018;2,9187;3,1334;4,091;4,6668;0,24;4,1141
30.10.2018;2,9119;3,1305;4,0986;4,6665;0,239;4,108
29.10.2018;2,902;3,1247;4,0929;4,6628;0,2396;4,0898
26.10.2018;2,8853;3,1231;4,1024;4,663;0,2386;4,1067
25.10.2018;2,8927;3,1386;4,0932;4,6622;0,2393;4,0857
24.10.2018;2,8935;3,1182;4,0919;4,659;0,2383;4,0802
23.10.2018;2,8801;3,104;4,0897;4,667;0,2382;4,0662
22.10.2018;2,8814;3,0994;4,0659;4,6671;0,2397;4,0557
19.10.2018;2,9;3,1229;4,0936;4,6669;0,2387;4,0761
18.10.2018;2,8934;3,1071;4,0769;4,6658;0,238;4,0493
17.10.2018;2,8834;3,1152;4,0684;4,6667;0,2375;4,0359
16.10.2018;2,8739;3,109;4,0786;4,6677;0,2369;4,0341
15.10.2018;2,8752;3,0949;4,0863;4,6663;0,237;4,027
12.10.2018;2,8633;3,0902;4,0564;4,659;0,2367;4,0221
11.10.2018;2,8646;3,0954;4,0826;4,6674;0,2387;4,0391
10.10.2018;2,8796;3,1316;4,0896;4,6628;0,2398;4,059
09.10.2018;2,8771;3,135;4,0949;4,6668;0,2398;4,0705
08.10.2018;2,8691;3,1249;4,0968;4,6671;0,2393;4,0651
05.10.2018;2,8702;3,141;4,0882;4,6685;0,24;4,0631
04.10.2018;2,8743;3,1523;4,0938;4,6684;0,2389;4,0591
03.10.2018;2,8845;3,1409;4,0884;4,6643;0,2398;4,0326
02.10.2018;2,9062;3,1579;4,1183;4,6658;0,2379;4,0507
01.10.2018;2,8971;3,1328;4,0807;4,6596;0,2381;4,011
28.09.2018;2,9011;3,0891;4,1248;4,6637;0,236;4,021
27.09.2018;2,8801;3,0515;4,11;4,6647;0,2356;3,984
26.09.2018;2,8741;3,0582;4,0984;4,6605;0,2355;3,9612
25.09.2018;2,8692;3,057;4,0997;4,6603;0,2353;3,9613
24.09.2018;2,8774;3,0579;4,1276;4,6578;0,2353;3,9575
21.09.2018;2,8801;3,0614;4,1351;4,6559;0,2364;3,9517
20.09.2018;2,8891;3,0794;4,1133;4,6519;0,237;3,9743
19.09.2018;2,8832;3,0701;4,1141;4,6524;0,2372;3,9764
18.09.2018;2,8686;3,0576;4,1386;4,6478;0,2376;3,9793
17.09.2018;2,8585;3,0591;4,1314;4,6435;0,2363;3,9865
14.09.2018;2,8568;3,0511;4,1152;4,643;0,238;3,9669
13.09.2018;2,8674;3,0691;4,1165;4,6391;0,2387;3,993
12.09.2018;2,8484;3,0652;4,1116;4,6393;0,239;4,0011
11.09.2018;2,8372;3,0356;4,1001;4,6325;0,2387;3,9946
10.09.2018;2,8501;3,0369;4,1113;4,6332;0,2381;4,0019
07.09.2018;2,8531;3,0355;4,1316;4,641;0,2387;3,9875
06.09.2018;2,8688;3,0283;4,1134;4,6383;0,2397;3,9903
05.09.2018;2,8711;3,0369;4,1091;4,6369;0,2405;4,0046
04.09.2018;2,8734;3,0467;4,1121;4,6321;0,239;4,0051
03.09.2018;2,8812;3,062;4,1191;4,6375;0,2399;3,997
31.08.2018;2,8799;3,058;4,1143;4,644;0,2398;3,9789
30.08.2018;2,8957;3,0713;4,0927;4,643;0,2398;3,9704
29.08.2018;2,9113;3,0817;4,0787;4,6489;0,2401;3,9852
28.08.2018;2,9203;3,0695;4,0661;4,6474;0,24;3,9723
27.08.2018;2,9225;3,0673;4,0646;4,6416;0,2397;3,9959
24.08.2018;2,9178;3,0645;4,073;4,6377;0,2395;4,0089
23.08.2018;2,9336;3,0842;4,0867;4,649;0,2399;4,0228
22.08.2018;2,9442;3,079;4,0782;4,6445;0,2406;4,0077
21.08.2018;2,9655;3,0947;4,0809;4,6434;0,2431;4,032
20.08.2018;2,9775;3,1168;4,0891;4,6483;0,2447;4,0737
17.08.2018;2,9714;3,1091;4,1043;4,6569;0,2463;4,0889
16.08.2018;2,9785;3,1211;4,1247;4,6586;0,2478;4,0976
14.08.2018;2,967;3,12;4,1212;4,659;0,2479;4,0854
13.08.2018;2,9772;3,114;4,1152;4,6607;0,2465;4,0937
10.08.2018;2,9678;3,0996;4,0811;4,6567;0,2437;4,0594
09.08.2018;2,9714;3,0755;4,0291;4,6427;0,2432;4,0039
08.08.2018;2,9689;3,0617;4,0218;4,6426;0,2425;4,0024
07.08.2018;2,978;3,0883;4,0255;4,6428;0,2438;4,0055
06.08.2018;2,9588;3,0754;4,0191;4,625;0,2418;4
03.08.2018;2,9379;3,0652;4,0102;4,6206;0,2406;3,9908
02.08.2018;2,9286;3,0533;4,0037;4,6217;0,239;3,9799
01.08.2018;2,9339;3,0396;3,9915;4,6255;0,238;3,961
31.07.2018;2,9294;3,027;3,9942;4,6283;0,239;3,9487
30.07.2018;2,9275;3,0298;3,986;4,6248;0,2396;3,9572
27.07.2018;2,9377;3,0477;3,9953;4,6315;0,2382;3,9844
26.07.2018;2,9341;3,0284;3,9769;4,6273;0,2377;3,9502
25.07.2018;2,9371;3,0129;3,9909;4,6282;0,2375;3,9551
24.07.2018;2,9306;3,0125;3,9911;4,6367;0,2373;3,9677
23.07.2018;2,9428;3,0233;4,0078;4,6512;0,2393;3,9767
20.07.2018;2,9463;3,0169;4,0019;4,6562;0,2409;3,9954
19.07.2018;2,9496;3,0322;4,0037;4,6549;0,2403;4,0128
18.07.2018;2,9463;3,0232;4,0013;4,6541;0,2381;4,0032
17.07.2018;2,9464;3,0243;3,9935;4,6572;0,238;3,9685
16.07.2018;2,9583;3,0258;3,9781;4,655;0,24;3,9774
13.07.2018;2,9568;3,0381;3,99;4,6589;0,2397;4,0064
12.07.2018;2,9459;3,0241;4,0022;4,6596;0,2385;3,9902
11.07.2018;2,9425;3,024;4,0032;4,6607;0,2387;3,9804
10.07.2018;2,9574;3,0252;4,0021;4,6587;0,2367;3,9738
09.07.2018;2,961;3,0271;4,0103;4,659;0,2378;3,9604
06.07.2018;2,9508;3,031;4,012;4,6616;0,2379;3,9821
05.07.2018;2,946;3,0342;4,017;4,6619;0,2385;3,9898
04.07.2018;2,9577;3,0467;4,0349;4,6617;0,2381;4,0071
03.07.2018;2,9525;3,0355;4,0232;4,6554;0,2375;3,9909
02.07.2018;2,9499;3,0396;4,0324;4,661;0,2376;4,0043
29.06.2018;2,9573;3,0265;4,034;4,6611;0,2387;4,0033
28.06.2018;2,9552;3,0222;4,0354;4,6569;0,2372;4,0267
27.06.2018;2,9515;3,0042;4,0325;4,6537;0,2359;3,9999
26.06.2018;2,9577;3,0057;4,0397;4,662;0,2361;3,9981
25.06.2018;2,9739;3,0154;4,0527;4,6665;0,2367;4,0058
22.06.2018;2,9756;3,0154;4,0461;4,6686;0,2391;4,0026
21.06.2018;2,9848;3,0417;4,0627;4,6695;0,2392;4,0518
20.06.2018;2,9802;3,0328;4,0467;4,666;0,2398;4,0348
19.06.2018;2,9804;3,0532;4,0578;4,6663;0,2387;4,042
18.06.2018;2,9961;3,0565;4,036;4,6662;0,24;4,024
15.06.2018;3,0004;3,0564;4,029;4,6618;0,2354;4,0162
14.06.2018;2,9821;3,0449;4,0129;4,6656;0,2369;3,9462
13.06.2018;3,009;3,0463;4,0183;4,6647;0,2361;3,9701
12.06.2018;3,0078;3,0395;4,0139;4,6587;0,2356;3,9497
11.06.2018;3,0066;3,0453;4,0067;4,6586;0,236;3,9518
08.06.2018;2,9957;3,0409;4,0277;4,6582;0,2342;3,9589
07.06.2018;3,0145;3,0396;4,0128;4,6564;0,2344;3,9379
06.06.2018;3,0256;3,057;4,0075;4,6513;0,2354;3,9535
05.06.2018;3,0336;3,0719;4,0334;4,6531;0,2339;3,977
04.06.2018;3,0375;3,0755;4,0329;4,6566;0,2349;3,9713
31.05.2018;3,0116;3,0921;4,0343;4,6485;0,2358;3,9734
30.05.2018;3,0115;3,0744;4,0412;4,6399;0,2376;3,9958
29.05.2018;3,0276;3,0945;4,043;4,6397;0,2358;4,0284
25.05.2018;2,9996;3,0615;3,9799;4,6288;0,2348;3,9524
24.05.2018;2,9792;3,0654;3,9779;4,6243;0,2352;3,9431
23.05.2018;2,9757;3,065;3,9869;4,6292;0,2342;3,9502
22.05.2018;2,9712;3,0647;3,9274;4,6225;0,2354;3,9099
21.05.2018;2,9606;3,0596;3,9375;4,6228;0,2353;3,937
18.05.2018;2,9505;3,0647;3,9298;4,6303;0,2362;3,9308
17.05.2018;2,9511;3,0729;3,9126;4,6296;0,2372;3,9229
16.05.2018;2,9368;3,0517;3,9233;4,6338;0,2349;3,9251
15.05.2018;2,9179;3,0291;3,88;4,6283;0,2334;3,8797
14.05.2018;2,9174;3,0269;3,8643;4,6289;0,234;3,864
11.05.2018;2,9337;3,0469;3,8806;4,6348;0,2351;3,8843
10.05.2018;2,9224;3,0549;3,8942;4,6397;0,2353;3,9065
09.05.2018;2,9144;3,0288;3,9057;4,6454;0,2345;3,917
08.05.2018;2,9201;3,0172;3,9025;4,6496;0,2347;3,9148
07.05.2018;2,9306;3,0311;3,8871;4,6542;0,234;3,9026
04.05.2018;2,926;3,0237;3,9007;4,6569;0,2341;3,8936
03.05.2018;2,9295;3,0304;3,8986;4,6618;0,2341;3,8861
02.05.2018;2,9181;3,0294;3,9052;4,663;0,233;3,8839
30.04.2018;2,9067;2,9937;3,8917;4,6589;0,2314;3,8479
27.04.2018;2,915;2,9951;3,8983;4,6618;0,2315;3,8596
26.04.2018;2,8896;2,9725;3,8808;4,649;0,2305;3,816
25.04.2018;2,8872;2,9606;3,8777;4,6474;0,2308;3,8065
24.04.2018;2,8997;2,9689;3,8973;4,6516;0,2308;3,812
23.04.2018;2,9074;2,9737;3,8976;4,6563;0,2299;3,8076
20.04.2018;2,9142;2,9902;3,8902;4,6606;0,2294;3,7886
19.04.2018;2,9362;2,9844;3,8879;4,6579;0,2293;3,7656
18.04.2018;2,9171;2,988;3,8854;4,653;0,2292;3,762
17.04.2018;2,9218;2,9885;3,9061;4,6485;0,2298;3,7588
16.04.2018;2,9234;2,9828;3,9172;4,6507;0,2299;3,76
13.04.2018;2,9464;3,0067;3,9301;4,6611;0,2305;3,7778
12.04.2018;2,9247;2,9974;3,9268;4,6617;0,2301;3,7766
11.04.2018;2,9194;2,9882;3,932;4,66;0,2308;3,7657
10.04.2018;2,9217;2,981;3,9561;4,6605;0,2326;3,7824
05.04.2018;2,9174;2,9717;3,9539;4,6615;0,2314;3,7965
04.04.2018;2,9097;2,9567;3,9589;4,6598;0,2308;3,7909
03.04.2018;2,9089;2,9405;3,9625;4,6585;0,2296;3,7842
02.04.2018;2,899;2,9308;3,96;4,6548;0,2294;3,7746
30.03.2018;2,9073;2,9349;3,9632;4,6576;0,2295;3,7779
29.03.2018;2,9;2,9284;3,9494;4,6569;0,2281;3,7819
28.03.2018;2,8802;2,9137;3,952;4,6557;0,2275;3,7576
27.03.2018;2,8933;2,9121;3,9549;4,6502;0,2269;3,7453
26.03.2018;2,9066;2,9224;3,969;4,6594;0,2281;3,7533
23.03.2018;2,9196;2,9273;3,9936;4,6651;0,2286;3,7841
22.03.2018;2,9265;2,9422;4,002;4,6659;0,2297;3,7891
21.03.2018;2,9206;2,9174;3,9842;4,6651;0,2294;3,8002
20.03.2018;2,921;2,8995;3,9781;4,6655;0,2303;3,7891
19.03.2018;2,9252;2,8999;3,9829;4,665;0,229;3,793
16.03.2018;2,9445;2,8943;3,986;4,6646;0,2284;3,7833
15.03.2018;2,962;2,9088;3,989;4,662;0,2275;3,7715
14.03.2018;2,975;2,9109;3,9873;4,6622;0,2278;3,7691
13.03.2018;2,9753;2,9391;3,9871;4,6607;0,228;3,7771
12.03.2018;2,9778;2,9524;3,9861;4,6616;0,2253;3,7864
09.03.2018;2,9547;2,9423;3,9848;4,657;0,225;3,7865
08.03.2018;2,9354;2,911;3,9807;4,6592;0,2251;3,7635
07.03.2018;2,9292;2,8992;3,9955;4,6597;0,2251;3,7463
06.03.2018;2,9316;2,9091;4,0146;4,6596;0,2268;3,7745
05.03.2018;2,9317;2,9339;4,0399;4,6598;0,2268;3,7829
02.03.2018;2,9387;2,9484;4,0451;4,659;0,2292;3,7917
